levelId,levelName,sourceColorId,sourceHex,semanticFamily,usage,localColorId,localName,localHex,mappingScore,topCandidates,isHighRisk
50,沙滩落日,1,#395328,绿,196,12,深绿,#207955,33.538,12深绿:33.538 / 11绿色:58.414 / 19深灰:70.326,False
50,沙滩落日,2,#F891BA,红/粉,101,14,浅粉,#EEB2BC,25.327,14浅粉:25.327 / 1粉红:25.983 / 17酒红:47.272,False
50,沙滩落日,3,#FF6345,红,19,10,红色,#EA281A,19.832,10红色:19.832 / 16棕色:37.981 / 4橙色:55.455,False
50,沙滩落日,4,#FFBB8B,橙/棕,78,5,肤色,#F4BD9E,11.705,5肤色:11.705 / 4橙色:29.816 / 16棕色:44.175,False
50,沙滩落日,5,#FFFFFF,米白/白,37,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
50,沙滩落日,6,#F4F9A8,黄绿,78,3,黄色,#F8C811,23.513,3黄色:23.513 / 9黄绿:47.22 / 5肤色:61.976,False
50,沙滩落日,7,#452F2D,红,35,17,酒红,#782F3C,27.872,17酒红:27.872 / 19深灰:43.151 / 16棕色:50.196,False
50,沙滩落日,8,#4079D9,天蓝,123,7,蓝色,#4A4DCF,34.646,7蓝色:34.646 / 13天蓝:41.205 / 18深蓝:51.255,False
50,沙滩落日,9,#BE674A,橙/棕,74,16,棕色,#974714,19.286,16棕色:19.286 / 4橙色:31.507 / 5肤色:34.468,False
50,沙滩落日,10,#9C4629,橙/棕,48,16,棕色,#974714,11.354,16棕色:11.354 / 4橙色:35.219 / 17酒红:50.528,False
51,喵咪内卷,0,#601915,红,130,17,酒红,#782F3C,18.479,17酒红:18.479 / 16棕色:32.799 / 1粉红:59.654,False
51,喵咪内卷,1,#F9F1F0,米白/白,116,20,米白,#F2EDE4,-5.388,20米白:-5.388 / 15浅紫:23.017 / 6米黄:29.399,False
51,喵咪内卷,2,#C5C5C5,灰,37,15,浅紫,#C4BED9,14.713,15浅紫:14.713 / 20米白:15.211 / 14浅粉:41.54,False
51,喵咪内卷,3,#D64242,红,25,10,红色,#EA281A,26.404,10红色:26.404 / 16棕色:34.825 / 1粉红:41.134,False
51,喵咪内卷,4,#FFA49E,红,70,14,浅粉,#EEB2BC,37.388,14浅粉:37.388 / 5肤色:40.117 / 1粉红:46.678,True
51,喵咪内卷,5,#B95852,红,122,17,酒红,#782F3C,26.812,17酒红:26.812 / 16棕色:28.228 / 1粉红:41.615,False
51,喵咪内卷,6,#FFE6B0,黄,63,3,黄色,#F8C811,26.661,3黄色:26.661 / 5肤色:41.185 / 6米黄:52.482,False
51,喵咪内卷,7,#FFD5D2,红,126,20,米白,#F2EDE4,15.136,20米白:15.136 / 14浅粉:16.766 / 5肤色:21.352,False
52,向日葵,0,#2E6222,绿,102,12,深绿,#207955,28.718,12深绿:28.718 / 11绿色:41.407 / 9黄绿:63.91,False
52,向日葵,1,#74AE56,绿,213,11,绿色,#37A92D,26.789,11绿色:26.789 / 9黄绿:39.055 / 12深绿:43.582,False
52,向日葵,2,#D85D1F,橙/棕,247,4,橙色,#FE8B10,10.122,4橙色:10.122 / 16棕色:24.844 / 10红色:45.937,False
52,向日葵,3,#FFCC44,黄,180,3,黄色,#F8C811,-15.587,3黄色:-15.587 / 4橙色:37.727 / 9黄绿:48.868,False
52,向日葵,4,#592100,橙/棕,156,16,棕色,#974714,23.877,16棕色:23.877 / 17酒红:31.888 / 4橙色:51.099,False
52,向日葵,5,#D8A98D,橙/棕,11,5,肤色,#F4BD9E,8.716,5肤色:8.716 / 4橙色:42.738 / 16棕色:43.518,False
53,长颈鹿,0,#823D46,红,121,17,酒红,#782F3C,5.935,17酒红:5.935 / 16棕色:40.633 / 1粉红:45.62,False
53,长颈鹿,1,#EC9E55,橙/棕,154,4,橙色,#FE8B10,12.535,4橙色:12.535 / 5肤色:29.594 / 16棕色:34.301,False
53,长颈鹿,2,#FFF0DE,橙/棕,127,20,米白,#F2EDE4,6.128,20米白:6.128 / 6米黄:23.758 / 5肤色:25.729,False
53,长颈鹿,3,#47384D,紫,24,18,深蓝,#36387E,39.403,18深蓝:39.403 / 19深灰:55.452 / 17酒红:59.066,False
53,长颈鹿,4,#80668A,紫,6,18,深蓝,#36387E,39.581,18深蓝:39.581 / 15浅紫:60.477 / 17酒红:63.139,False
53,长颈鹿,5,#FF8771,红,6,16,棕色,#974714,36.573,16棕色:36.573 / 10红色:40.978 / 1粉红:48.024,False
53,长颈鹿,6,#5BA34D,绿,96,11,绿色,#37A92D,21.772,11绿色:21.772 / 12深绿:38.053 / 9黄绿:44.245,False
53,长颈鹿,7,#A5D584,绿,37,11,绿色,#37A92D,39.187,11绿色:39.187 / 9黄绿:41.056 / 12深绿:52.992,False
54,瑞士卷,0,#A22621,红,21,16,棕色,#974714,25.352,16棕色:25.352 / 10红色:33.305 / 17酒红:33.898,False
54,瑞士卷,1,#592B11,橙/棕,63,16,棕色,#974714,27.065,16棕色:27.065 / 17酒红:29.429 / 19深灰:53.942,False
54,瑞士卷,2,#DB4842,红,14,10,红色,#EA281A,24.428,10红色:24.428 / 16棕色:33.758 / 1粉红:43.587,False
54,瑞士卷,3,#FFF8CA,黄,136,6,米黄,#EBDEA6,11.387,6米黄:11.387 / 20米白:18.988 / 5肤色:31.683,False
54,瑞士卷,4,#D67B25,橙/棕,158,4,橙色,#FE8B10,3.107,4橙色:3.107 / 16棕色:26.48 / 3黄色:45.316,False
54,瑞士卷,5,#F6D86C,黄,101,3,黄色,#F8C811,-1.185,3黄色:-1.185 / 9黄绿:44.677 / 4橙色:49.256,False
55,泳圈咪,0,#3D2317,橙/棕,223,17,酒红,#782F3C,31.855,17酒红:31.855 / 19深灰:32.253 / 16棕色:43.474,False
55,泳圈咪,1,#EA6974,红,97,1,粉红,#ED5090,28.508,1粉红:28.508 / 17酒红:37.679 / 16棕色:43.264,False
55,泳圈咪,2,#A1A1A1,灰,446,15,浅紫,#C4BED9,18.922,15浅紫:18.922 / 20米白:28.098 / 19深灰:43.175,False
55,泳圈咪,3,#3B3B3B,黑/深灰,88,19,深灰,#373737,-6.199,19深灰:-6.199 / 17酒红:34.595 / 18深蓝:45.302,False
55,泳圈咪,4,#FFAF58,橙/棕,92,4,橙色,#FE8B10,9.3,4橙色:9.3 / 3黄色:35.774 / 16棕色:42.162,False
55,泳圈咪,5,#74CEFF,天蓝,87,13,天蓝,#20A8DC,16.097,13天蓝:16.097 / 2青色:37.449 / 15浅紫:77.931,False
55,泳圈咪,6,#269EE4,天蓝,43,13,天蓝,#20A8DC,13.339,13天蓝:13.339 / 2青色:55.045 / 7蓝色:63.023,False
55,泳圈咪,7,#592100,橙/棕,29,16,棕色,#974714,23.877,16棕色:23.877 / 17酒红:31.888 / 4橙色:51.099,False
55,泳圈咪,8,#BC86D4,紫,28,18,深蓝,#36387E,47.708,18深蓝:47.708 / 7蓝色:50.684 / 8紫色:53.47,False
55,泳圈咪,9,#84C156,绿,54,11,绿色,#37A92D,24.438,11绿色:24.438 / 9黄绿:28.528 / 12深绿:55.02,False
56,桃子,0,#411B01,橙/棕,117,17,酒红,#782F3C,32.831,17酒红:32.831 / 16棕色:35.661 / 19深灰:42.799,False
56,桃子,1,#A8D559,黄绿,23,9,黄绿,#9FCE21,18.106,9黄绿:18.106 / 11绿色:34.719 / 3黄色:51.467,False
56,桃子,2,#31A100,绿,23,11,绿色,#37A92D,10.981,11绿色:10.981 / 9黄绿:33.573 / 12深绿:62.936,False
56,桃子,3,#F16D3B,橙/棕,193,4,橙色,#FE8B10,12.089,4橙色:12.089 / 16棕色:30.222 / 10红色:45.388,False
56,桃子,4,#FFEBCC,米黄,46,20,米白,#F2EDE4,12.703,20米白:12.703 / 6米黄:16.4 / 5肤色:22.475,False
56,桃子,5,#FFCB80,黄,263,3,黄色,#F8C811,12.666,3黄色:12.666 / 5肤色:42.646 / 4橙色:43.548,False
56,桃子,6,#AA2A32,红,118,17,酒红,#782F3C,29.037,17酒红:29.037 / 16棕色:31.515 / 10红色:37.662,False
57,红帽子企鹅,0,#86222B,红,61,17,酒红,#782F3C,15.982,17酒红:15.982 / 16棕色:33.2 / 1粉红:44.956,False
57,红帽子企鹅,1,#F6CCCF,红,78,14,浅粉,#EEB2BC,11.942,14浅粉:11.942 / 20米白:17.237 / 15浅紫:38.455,False
57,红帽子企鹅,2,#EA6974,红,88,1,粉红,#ED5090,28.508,1粉红:28.508 / 17酒红:37.679 / 16棕色:43.264,False
57,红帽子企鹅,3,#44475A,蓝,277,18,深蓝,#36387E,34.731,18深蓝:34.731 / 13天蓝:52.626 / 19深灰:54.292,False
57,红帽子企鹅,4,#FDFDF5,米白/白,236,20,米白,#F2EDE4,-4.458,20米白:-4.458 / 6米黄:27.654 / 15浅紫:28.026,False
57,红帽子企鹅,5,#FFB46B,橙/棕,28,4,橙色,#FE8B10,16.432,4橙色:16.432 / 5肤色:26.226 / 3黄色:41.749,False
57,红帽子企鹅,6,#EAD4BE,橙/棕,105,20,米白,#F2EDE4,12.333,20米白:12.333 / 5肤色:17.442 / 6米黄:20.955,False
57,红帽子企鹅,7,#2C57A0,天蓝,34,18,深蓝,#36387E,36.769,18深蓝:36.769 / 7蓝色:40.408 / 13天蓝:42.981,True
57,红帽子企鹅,8,#74CEFF,天蓝,38,13,天蓝,#20A8DC,16.097,13天蓝:16.097 / 2青色:37.449 / 15浅紫:77.931,False
58,派对猫,0,#342D2D,红,562,19,深灰,#373737,15.132,19深灰:15.132 / 17酒红:34.663 / 16棕色:58.513,True
58,派对猫,1,#CD4548,红,76,10,红色,#EA281A,33.04,10红色:33.04 / 16棕色:33.677 / 17酒红:36.155,False
58,派对猫,2,#F3F3F3,米白/白,424,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
58,派对猫,3,#F7D67B,黄,25,3,黄色,#F8C811,6.189,3黄色:6.189 / 4橙色:49.714 / 9黄绿:50.78,False
58,派对猫,4,#89C3EB,天蓝,136,13,天蓝,#20A8DC,18.848,13天蓝:18.848 / 2青色:39.589 / 15浅紫:69.371,False
58,派对猫,5,#FC7C72,红,226,16,棕色,#974714,38.784,16棕色:38.784 / 10红色:38.802 / 1粉红:41.012,False
58,派对猫,6,#FFB3AD,红,99,14,浅粉,#EEB2BC,32.031,14浅粉:32.031 / 5肤色:35.582 / 1粉红:52.137,True
58,派对猫,7,#D1C5C5,米白/白,138,20,米白,#F2EDE4,14.446,20米白:14.446 / 15浅紫:14.733 / 6米黄:29.842,False
58,派对猫,8,#1C60BA,天蓝,94,7,蓝色,#4A4DCF,33.678,7蓝色:33.678 / 18深蓝:43.23 / 13天蓝:44.601,False
59,猪猪鸭,0,#B9446D,红/粉,119,1,粉红,#ED5090,19.31,1粉红:19.31 / 17酒红:26.588 / 10红色:62.31,False
59,猪猪鸭,1,#FF86B1,红/粉,166,1,粉红,#ED5090,20.027,1粉红:20.027 / 17酒红:46.768 / 14浅粉:52.764,False
59,猪猪鸭,2,#28160B,黑/深灰,26,19,深灰,#373737,32.442,19深灰:32.442 / 17酒红:39.004 / 16棕色:68.873,False
59,猪猪鸭,3,#FFE064,黄,282,3,黄色,#F8C811,-6.778,3黄色:-6.778 / 9黄绿:42.259 / 4橙色:49.395,False
59,猪猪鸭,4,#CE5434,红,36,16,棕色,#974714,21.859,16棕色:21.859 / 10红色:28.676 / 17酒红:46.595,False
59,猪猪鸭,5,#573016,橙/棕,79,16,棕色,#974714,29.354,16棕色:29.354 / 17酒红:30.779 / 19深灰:50.284,False
59,猪猪鸭,6,#7AC3E9,天蓝,52,13,天蓝,#20A8DC,15.985,13天蓝:15.985 / 2青色:35.581 / 15浅紫:73.627,False
59,猪猪鸭,7,#D38C38,橙/棕,44,4,橙色,#FE8B10,10.586,4橙色:10.586 / 16棕色:30.153 / 3黄色:40.454,False
60,面包鹄,0,#311C41,紫,293,18,深蓝,#36387E,30.444,18深蓝:30.444 / 19深灰:60.38 / 7蓝色:64.223,False
60,面包鹄,1,#7568BB,蓝,242,18,深蓝,#36387E,24.005,18深蓝:24.005 / 7蓝色:32.163 / 8紫色:49.121,False
60,面包鹄,2,#FFFFFF,米白/白,13,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
60,面包鹄,3,#FFBC65,橙/棕,48,4,橙色,#FE8B10,16.506,4橙色:16.506 / 5肤色:31.644 / 3黄色:34.34,False
60,面包鹄,4,#FFF6B4,黄,250,3,黄色,#F8C811,24.851,3黄色:24.851 / 5肤色:52.466 / 6米黄:54.946,False
60,面包鹄,5,#C17A58,橙/棕,91,16,棕色,#974714,24.106,16棕色:24.106 / 5肤色:25.642 / 4橙色:32.279,False
60,面包鹄,6,#D1C6DE,紫,204,15,浅紫,#C4BED9,4.007,15浅紫:4.007 / 20米白:21.484 / 14浅粉:38.754,False
60,面包鹄,7,#CA80C9,粉,121,1,粉红,#ED5090,41.955,1粉红:41.955 / 14浅粉:45.922 / 8紫色:58.409,False
61,兔子,0,#5D3920,橙/棕,183,16,棕色,#974714,30.229,16棕色:30.229 / 17酒红:30.768 / 19深灰:48.076,False
61,兔子,1,#F3D3AA,橙/棕,195,5,肤色,#F4BD9E,13.993,5肤色:13.993 / 4橙色:44.988 / 14浅粉:54.64,False
61,兔子,2,#FDF5EB,米白/白,104,20,米白,#F2EDE4,-6.785,20米白:-6.785 / 6米黄:25.398 / 15浅紫:27.021,False
61,兔子,3,#EF7C77,红,18,1,粉红,#ED5090,38.4,1粉红:38.4 / 16棕色:38.679 / 17酒红:41.6,False
61,兔子,4,#AEC9FF,天蓝,131,13,天蓝,#20A8DC,30.456,13天蓝:30.456 / 15浅紫:45.38 / 2青色:53.711,False
61,兔子,5,#8080FF,蓝,90,7,蓝色,#4A4DCF,20.67,7蓝色:20.67 / 18深蓝:41.842 / 8紫色:43.034,False
61,兔子,6,#B57D56,橙/棕,60,5,肤色,#F4BD9E,25.067,5肤色:25.067 / 16棕色:25.886 / 4橙色:34.031,False
62,鲨鲨潜水,0,#0E152C,蓝,365,18,深蓝,#36387E,36.671,18深蓝:36.671 / 19深灰:55.464 / 13天蓝:69.515,False
62,鲨鲨潜水,1,#2B53DE,蓝,337,7,蓝色,#4A4DCF,9.339,7蓝色:9.339 / 8紫色:34.949 / 18深蓝:42.47,False
62,鲨鲨潜水,2,#FDA74A,橙/棕,141,4,橙色,#FE8B10,4.155,4橙色:4.155 / 3黄色:34.759 / 16棕色:40.983,False
62,鲨鲨潜水,3,#FFFFFF,米白/白,231,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
62,鲨鲨潜水,4,#6B8ECA,天蓝,418,13,天蓝,#20A8DC,25.204,13天蓝:25.204 / 7蓝色:55.023 / 18深蓝:57.912,False
62,鲨鲨潜水,5,#FE516B,红,62,1,粉红,#ED5090,27.945,1粉红:27.945 / 10红色:36.275 / 17酒红:47.582,False
62,鲨鲨潜水,6,#7BD4EC,天蓝,140,13,天蓝,#20A8DC,23.456,13天蓝:23.456 / 2青色:23.729 / 12深绿:74.774,False
62,鲨鲨潜水,7,#DE8478,红,19,16,棕色,#974714,36.08,16棕色:36.08 / 17酒红:39.832 / 5肤色:44.691,False
63,兔子踏青,0,#56362A,橙/棕,286,17,酒红,#782F3C,26.35,17酒红:26.35 / 16棕色:38.63 / 19深灰:40.774,False
63,兔子踏青,1,#F3F3F3,米白/白,409,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
63,兔子踏青,2,#FFB6BB,红,377,14,浅粉,#EEB2BC,7.635,14浅粉:7.635 / 5肤色:41.697 / 1粉红:49.212,False
63,兔子踏青,3,#753876,紫,135,18,深蓝,#36387E,34.23,18深蓝:34.23 / 8紫色:53.277 / 7蓝色:55.088,False
63,兔子踏青,4,#F7D67B,黄,177,3,黄色,#F8C811,6.189,3黄色:6.189 / 4橙色:49.714 / 9黄绿:50.78,False
63,兔子踏青,5,#DD6791,红/粉,122,1,粉红,#ED5090,15.474,1粉红:15.474 / 17酒红:36.596 / 14浅粉:57.505,False
63,兔子踏青,6,#FF8874,红,72,16,棕色,#974714,37.251,16棕色:37.251 / 10红色:41.933 / 1粉红:47.056,False
63,兔子踏青,7,#D75B5A,红,133,16,棕色,#974714,33.765,16棕色:33.765 / 17酒红:35.66 / 1粉红:36.191,False
63,兔子踏青,8,#D1C5C5,米白/白,125,20,米白,#F2EDE4,14.446,20米白:14.446 / 15浅紫:14.733 / 6米黄:29.842,False
63,兔子踏青,9,#347318,绿,78,11,绿色,#37A92D,30.002,11绿色:30.002 / 12深绿:38.715 / 9黄绿:50.448,False
63,兔子踏青,10,#6EB842,绿,56,11,绿色,#37A92D,16.383,11绿色:16.383 / 9黄绿:27.307 / 12深绿:56.28,False
63,兔子踏青,11,#BDD56D,黄绿,82,9,黄绿,#9FCE21,27.908,9黄绿:27.908 / 6米黄:32.885 / 11绿色:44.965,False
63,兔子踏青,12,#E0A254,橙/棕,108,4,橙色,#FE8B10,17.204,4橙色:17.204 / 5肤色:29.445 / 16棕色:37.138,False
64,爱心柯基,0,#592100,橙/棕,239,16,棕色,#974714,23.877,16棕色:23.877 / 17酒红:31.888 / 4橙色:51.099,False
64,爱心柯基,1,#FFAF58,橙/棕,357,4,橙色,#FE8B10,9.3,4橙色:9.3 / 3黄色:35.774 / 16棕色:42.162,False
64,爱心柯基,2,#F87F89,红,58,1,粉红,#ED5090,30.574,1粉红:30.574 / 17酒红:41.291 / 16棕色:47.116,False
64,爱心柯基,3,#FDFDF5,米白/白,303,20,米白,#F2EDE4,-4.458,20米白:-4.458 / 6米黄:27.654 / 15浅紫:28.026,False
64,爱心柯基,4,#D1B79D,橙/棕,70,5,肤色,#F4BD9E,14.719,5肤色:14.719 / 6米黄:41.172 / 14浅粉:47.586,False
64,爱心柯基,5,#E0414C,红,98,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
65,鹅,0,#454242,黑/深灰,177,19,深灰,#373737,-2.637,19深灰:-2.637 / 17酒红:32.893 / 18深蓝:45.099,False
65,鹅,1,#CE5434,红,170,16,棕色,#974714,21.859,16棕色:21.859 / 10红色:28.676 / 17酒红:46.595,False
65,鹅,2,#F3F3F3,米白/白,221,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
65,鹅,3,#F98800,橙/棕,30,4,橙色,#FE8B10,-13.856,4橙色:-13.856 / 3黄色:40.164 / 16棕色:43.715,False
65,鹅,4,#0058C6,天蓝,53,7,蓝色,#4A4DCF,21.863,7蓝色:21.863 / 18深蓝:48.754 / 13天蓝:56.294,False
65,鹅,5,#67ACFF,天蓝,81,13,天蓝,#20A8DC,25.583,13天蓝:25.583 / 7蓝色:55.362 / 2青色:63.398,False
66,许愿瓶,0,#654131,橙/棕,102,17,酒红,#782F3C,26.379,17酒红:26.379 / 16棕色:34.003 / 19深灰:44.661,False
66,许愿瓶,1,#C68467,橙/棕,101,5,肤色,#F4BD9E,21.385,5肤色:21.385 / 16棕色:29.705 / 4橙色:36.239,False
66,许愿瓶,2,#27154D,蓝,277,18,深蓝,#36387E,20.937,18深蓝:20.937 / 7蓝色:51.41 / 8紫色:56.935,False
66,许愿瓶,3,#EAAF96,橙/棕,50,5,肤色,#F4BD9E,6.278,5肤色:6.278 / 14浅粉:41.556 / 4橙色:41.893,False
66,许愿瓶,4,#FFFFFF,米白/白,298,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
66,许愿瓶,5,#7FB8FF,天蓝,159,13,天蓝,#20A8DC,22.864,13天蓝:22.864 / 2青色:56.883 / 7蓝色:62.039,False
66,许愿瓶,6,#FFEF97,黄,93,3,黄色,#F8C811,12.992,3黄色:12.992 / 9黄绿:49.024 / 5肤色:56.66,False
66,许愿瓶,7,#976CFF,蓝,113,7,蓝色,#4A4DCF,23.089,7蓝色:23.089 / 8紫色:27.572 / 18深蓝:52.798,False
66,许愿瓶,8,#FFD932,黄,38,3,黄色,#F8C811,-20.211,3黄色:-20.211 / 9黄绿:42.316 / 4橙色:46.998,False
66,许愿瓶,9,#FFBFF6,粉,345,14,浅粉,#EEB2BC,31.543,14浅粉:31.543 / 1粉红:50.944 / 15浅紫:57.654,False
66,许愿瓶,10,#8D490A,橙/棕,35,16,棕色,#974714,7.05,16棕色:7.05 / 4橙色:27.399 / 17酒红:63.995,False
66,许愿瓶,11,#36399B,蓝,166,18,深蓝,#36387E,17.014,18深蓝:17.014 / 7蓝色:19.195 / 8紫色:39.094,False
67,企鹅冰棒,0,#384B8C,蓝,55,18,深蓝,#36387E,12.038,18深蓝:12.038 / 7蓝色:41.297 / 13天蓝:48.61,False
67,企鹅冰棒,1,#498FDB,天蓝,57,13,天蓝,#20A8DC,24.262,13天蓝:24.262 / 7蓝色:51.634 / 18深蓝:59.649,False
67,企鹅冰棒,2,#EFEFEF,米白/白,54,20,米白,#F2EDE4,-5.021,20米白:-5.021 / 15浅紫:21.87 / 6米黄:30.041,False
67,企鹅冰棒,3,#FFA6B5,红,8,14,浅粉,#EEB2BC,29.805,14浅粉:29.805 / 1粉红:39.5 / 17酒红:47.098,True
67,企鹅冰棒,4,#FB8F1B,橙/棕,8,4,橙色,#FE8B10,-12.173,4橙色:-12.173 / 3黄色:38.457 / 16棕色:42.079,False
67,企鹅冰棒,5,#B67B4B,橙/棕,9,16,棕色,#974714,23.203,16棕色:23.203 / 5肤色:27.952 / 4橙色:28.846,False
67,企鹅冰棒,6,#EDB283,橙/棕,9,5,肤色,#F4BD9E,10.733,5肤色:10.733 / 4橙色:31.339 / 16棕色:42.042,False
68,伯恩山,0,#373737,黑/深灰,198,19,深灰,#373737,-8.0,19深灰:-8.0 / 17酒红:34.922 / 18深蓝:45.425,False
68,伯恩山,1,#917C7A,红,263,17,酒红,#782F3C,37.793,17酒红:37.793 / 14浅粉:49.667 / 19深灰:50.003,False
68,伯恩山,2,#FDFDF5,米白/白,206,20,米白,#F2EDE4,-4.458,20米白:-4.458 / 6米黄:27.654 / 15浅紫:28.026,False
68,伯恩山,3,#FF9099,红,14,1,粉红,#ED5090,34.245,1粉红:34.245 / 14浅粉:41.86 / 17酒红:44.108,False
68,伯恩山,4,#FFBD75,橙/棕,96,4,橙色,#FE8B10,20.874,4橙色:20.874 / 5肤色:23.849 / 3黄色:41.86,False
68,伯恩山,5,#5C5C75,蓝,67,18,深蓝,#36387E,33.01,18深蓝:33.01 / 19深灰:40.751 / 13天蓝:47.537,False
68,伯恩山,6,#EAD4BE,橙/棕,56,20,米白,#F2EDE4,12.333,20米白:12.333 / 5肤色:17.442 / 6米黄:20.955,False
69,波普柠檬,0,#0D1342,蓝,113,18,深蓝,#36387E,22.28,18深蓝:22.28 / 7蓝色:54.556 / 8紫色:69.294,False
69,波普柠檬,1,#D5E034,黄绿,173,3,黄色,#F8C811,1.821,3黄色:1.821 / 9黄绿:19.383 / 4橙色:68.44,False
69,波普柠檬,2,#FFFFFF,米白/白,283,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
69,波普柠檬,3,#CF28B9,粉,115,8,紫色,#7221BC,40.753,8紫色:40.753 / 1粉红:43.861 / 7蓝色:78.487,False
69,波普柠檬,4,#0C8B39,绿,154,11,绿色,#37A92D,25.504,11绿色:25.504 / 12深绿:29.735 / 9黄绿:59.052,False
69,波普柠檬,5,#F19640,橙/棕,202,4,橙色,#FE8B10,2.553,4橙色:2.553 / 16棕色:34.659 / 3黄色:40.086,False
69,波普柠檬,6,#0EC2D3,青,42,2,青色,#4EEAEA,17.682,2青色:17.682 / 13天蓝:26.607 / 12深绿:47.199,False
69,波普柠檬,7,#FAFE77,黄,113,3,黄色,#F8C811,6.791,3黄色:6.791 / 9黄绿:31.198 / 4橙色:68.705,False
69,波普柠檬,8,#1A3616,绿,102,12,深绿,#207955,38.441,12深绿:38.441 / 19深灰:57.156 / 11绿色:65.815,False
70,虎爪,0,#331104,橙/棕,116,17,酒红,#782F3C,31.992,17酒红:31.992 / 19深灰:38.865 / 16棕色:45.791,False
70,虎爪,1,#DD8533,橙/棕,79,4,橙色,#FE8B10,4.638,4橙色:4.638 / 16棕色:28.149 / 3黄色:43.912,False
70,虎爪,2,#F3D69D,黄,161,3,黄色,#F8C811,23.751,3黄色:23.751 / 5肤色:38.391 / 6米黄:53.425,False
70,虎爪,3,#A1290D,红,68,16,棕色,#974714,19.916,16棕色:19.916 / 10红色:30.31 / 17酒红:43.282,False
70,虎爪,4,#FFA590,红,27,5,肤色,#F4BD9E,35.861,5肤色:35.861 / 16棕色:43.035 / 14浅粉:44.515,True
70,虎爪,5,#E14724,红,43,10,红色,#EA281A,13.888,10红色:13.888 / 16棕色:33.947 / 4橙色:55.398,False
71,纸杯熊,0,#3D2317,橙/棕,183,17,酒红,#782F3C,31.855,17酒红:31.855 / 19深灰:32.253 / 16棕色:43.474,False
71,纸杯熊,1,#EDC07A,黄,119,3,黄色,#F8C811,15.16,3黄色:15.16 / 5肤色:40.373 / 4橙色:45.784,False
71,纸杯熊,2,#ED6770,红,26,1,粉红,#ED5090,29.859,1粉红:29.859 / 17酒红:39.439 / 10红色:41.73,False
71,纸杯熊,3,#FFFFFF,米白/白,27,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
71,纸杯熊,4,#74CEFF,天蓝,97,13,天蓝,#20A8DC,16.097,13天蓝:16.097 / 2青色:37.449 / 15浅紫:77.931,False
71,纸杯熊,5,#D0E8F0,天蓝,74,20,米白,#F2EDE4,13.607,20米白:13.607 / 15浅紫:29.819 / 2青色:36.921,False
71,纸杯熊,6,#9E1C36,红,32,17,酒红,#782F3C,23.078,17酒红:23.078 / 1粉红:35.834 / 16棕色:39.389,False
71,纸杯熊,7,#874628,橙/棕,198,16,棕色,#974714,15.375,16棕色:15.375 / 17酒红:29.637 / 4橙色:40.992,False
71,纸杯熊,8,#CB977E,橙/棕,32,5,肤色,#F4BD9E,14.633,5肤色:14.633 / 16棕色:38.642 / 4橙色:42.335,False
72,歌手鲨,0,#162F61,天蓝,353,18,深蓝,#36387E,36.276,18深蓝:36.276 / 7蓝色:52.908 / 13天蓝:55.814,True
72,歌手鲨,1,#9FB6E2,天蓝,374,13,天蓝,#20A8DC,27.708,13天蓝:27.708 / 15浅紫:41.801 / 2青色:52.25,False
72,歌手鲨,2,#323232,黑/深灰,199,19,深灰,#373737,-5.719,19深灰:-5.719 / 17酒红:35.464 / 18深蓝:45.683,False
72,歌手鲨,3,#FFFFFF,米白/白,232,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
72,歌手鲨,4,#D76D63,红,80,16,棕色,#974714,31.326,16棕色:31.326 / 17酒红:36.283 / 1粉红:41.42,False
72,歌手鲨,5,#3B5591,天蓝,104,18,深蓝,#36387E,36.599,18深蓝:36.599 / 13天蓝:42.398 / 7蓝色:46.215,True
72,歌手鲨,6,#D13645,红,125,10,红色,#EA281A,30.905,10红色:30.905 / 1粉红:35.525 / 17酒红:39.2,False
72,歌手鲨,7,#6C6865,灰,12,19,深灰,#373737,21.345,19深灰:21.345 / 15浅紫:37.625 / 20米白:49.71,False
73,飞行鸭,0,#6B3C1D,橙/棕,184,16,棕色,#974714,22.444,16棕色:22.444 / 17酒红:30.938 / 4橙色:48.025,False
73,飞行鸭,1,#BC874E,橙/棕,132,4,橙色,#FE8B10,26.564,4橙色:26.564 / 5肤色:27.083 / 16棕色:28.227,False
